ensembl	symbol	A549-DMSO-A	A549-DMSO-B	A549-DMSO-C	A549-DMSO-D	A549-GiB-B	A549-GiB-C	A549-GiB-D
ENSG00000026652	AGPAT4	257	237	269	197	198	160	150
ENSG00000026751	SLAMF7	7	9	12	15	11	7	11
ENSG00000026950	BTN3A1	505	407	469	371	355	339	315
ENSG00000027001	MIPEP	1100	918	1103	831	868	931	751
ENSG00000027075	PRKCH	380	316	400	269	261	296	241
ENSG00000027644	INSRR	1	0	1	0	0	0	0
ENSG00000027697	IFNGR1	2028	1788	1908	1417	1592	1620	1424
ENSG00000027847	B4GALT7	1017	835	898	702	760	784	621
ENSG00000027869	SH2D2A	36	29	57	36	41	27	18
ENSG00000028116	VRK2	1185	1042	1205	820	984	959	852
ENSG00000028137	TNFRSF1B	14	14	20	14	0	0	14
ENSG00000028203	VEZT	1568	1514	1438	1151	1304	1426	1094
ENSG00000028277	POU2F2	42	55	51	60	47	42	30
ENSG00000028310	BRD9	1147	871	1139	791	835	906	672
ENSG00000028528	SNX1	5968	5405	5810	4093	4550	4641	3899
ENSG00000028839	TBPL1	596	565	579	444	479	466	454
ENSG00000029153	ARNTL2	1175	1059	1301	871	978	944	915
ENSG00000029363	BCLAF1	7519	6421	7897	5105	5785	6353	5337
ENSG00000029364	SLC39A9	4467	3874	4738	3177	3620	3823	3099
ENSG00000029534	ANK1	815	680	854	570	603	678	555
ENSG00000029639	TFB1M	296	231	318	259	220	255	185
ENSG00000029725	RABEP1	3090	2889	3611	2208	2723	2692	2339
ENSG00000029993	HMGB3	7009	6161	7417	5280	5887	6292	4797
ENSG00000030066	NUP160	3603	3300	3938	2388	3113	3244	2547
ENSG00000030110	BAK1	909	801	783	622	683	783	609
ENSG00000030304	MUSK	0	2	4	0	0	0	0
ENSG00000030419	IKZF2	29	44	37	21	19	27	30
ENSG00000030582	GRN	9953	8332	10087	7546	7625	8022	6292
ENSG00000031003	FAM13B	1282	1048	1310	813	994	969	833
ENSG00000031081	ARHGAP31	133	121	146	106	113	99	88
ENSG00000031691	CENPQ	606	530	603	439	500	521	385
ENSG00000031698	SARS1	3297	2738	3556	2513	2724	2895	2212
ENSG00000031823	RANBP3	2450	2001	2395	1787	1918	1926	1595
ENSG00000032219	ARID4A	1159	952	1312	864	871	909	791
ENSG00000032389	EIPR1	1813	1519	1771	1203	1330	1502	1157
ENSG00000032444	PNPLA6	4595	4090	4505	3354	3502	3707	2853
ENSG00000032742	IFT88	851	759	928	599	677	748	564
ENSG00000033011	ALG1	1736	1396	1611	1270	1244	1297	1010
ENSG00000033030	ZCCHC8	1210	1134	1190	848	1160	1130	864
ENSG00000033050	ABCF2	4389	3737	3511	2960	3505	3627	2968
ENSG00000033100	CHPF2	2591	2166	2451	1748	1918	2040	1703
ENSG00000033122	LRRC7	92	79	112	71	64	72	53
ENSG00000033170	FUT8	858	761	988	593	596	691	570
ENSG00000033178	UBA6	2076	1812	2223	1452	1677	1736	1532
ENSG00000033327	GAB2	455	389	431	308	330	369	334
ENSG00000033627	ATP6V0A1	3163	2792	3232	2045	2404	2633	2173
ENSG00000033800	PIAS1	2971	2531	2753	2081	2288	2361	1953
ENSG00000033867	SLC4A7	2518	2338	2787	1736	2121	2145	1838
ENSG00000034053	APBA2	1193	991	1241	935	938	1076	752
ENSG00000034152	MAP2K3	2154	1973	2067	1587	1789	1914	1519
ENSG00000034510	TMSB10	37622	32491	40767	29270	30037	33044	24729
ENSG00000034533	ASTE1	234	185	185	147	127	183	150
ENSG00000034677	RNF19A	3243	2790	3413	2154	2449	2553	2166
ENSG00000034693	PEX3	432	352	436	307	354	381	297
ENSG00000034713	GABARAPL2	2029	1808	2237	1548	1619	1752	1403
ENSG00000035115	SH3YL1	160	142	163	139	137	120	104
ENSG00000035141	FAM136A	3590	3254	3514	2681	3162	3175	2609
ENSG00000035403	VCL	9391	8194	9926	6666	7257	7499	6262
ENSG00000035499	DEPDC1B	1204	1000	1289	801	920	981	789
ENSG00000035664	DAPK2	128	122	126	102	106	108	88
ENSG00000035681	NSMAF	1950	1728	1990	1460	1782	1721	1356
ENSG00000035687	ADSS2	3653	3251	3883	2625	2992	3142	2567
ENSG00000035720	STAP1	0	0	0	0	0	1	0
ENSG00000035862	TIMP2	6016	5020	7024	4786	4753	4988	3937
ENSG00000035928	RFC1	2477	2186	2630	1817	2009	2107	1683
ENSG00000036054	TBC1D23	1293	1102	1434	815	1018	1131	902
ENSG00000036257	CUL3	4420	3947	4539	3086	3716	3776	2841
ENSG00000036448	MYOM2	24	24	9	15	13	21	14
ENSG00000036530	CYP46A1	0	4	3	3	2	2	2
ENSG00000036549	ZZZ3	1200	1093	1222	799	1048	1038	833
ENSG00000036672	USP2	57	42	56	50	30	39	38
ENSG00000036828	CASR	100	93	142	91	98	101	76
ENSG00000037042	TUBG2	746	626	654	549	485	539	425
ENSG00000037241	RPL26L1	1278	1189	1108	939	1013	1116	844
ENSG00000037280	FLT4	188	135	149	140	132	112	120
ENSG00000037474	NSUN2	4578	3888	4729	3221	3600	3824	3189
ENSG00000037637	FBXO42	829	707	885	657	672	615	542
ENSG00000037749	MFAP3	1472	1359	1538	1069	1251	1366	1082
ENSG00000037757	MRI1	1159	1028	1158	796	872	956	698
ENSG00000037897	METTL1	858	735	840	654	772	802	554
ENSG00000037965	HOXC8	205	176	211	178	184	162	139
ENSG00000038002	AGA	732	712	757	546	628	715	521
ENSG00000038210	PI4K2B	839	785	860	598	766	698	580
ENSG00000038219	BOD1L1	4921	4209	5266	3350	3840	3884	3299
ENSG00000038274	MAT2B	2919	2453	2725	2191	2366	2499	2051
ENSG00000038295	TLL1	58	55	31	48	42	40	37
ENSG00000038358	EDC4	3603	3220	3621	2594	2816	2885	2365
ENSG00000038382	TRIO	3610	3206	4174	2469	2862	2874	2634
ENSG00000038427	VCAN	12657	11369	13589	8425	9726	9928	8321
ENSG00000038532	CLEC16A	1129	930	1147	766	863	840	738
ENSG00000039068	CDH1	4412	3900	4730	3235	3234	3429	2795
ENSG00000039123	MTREX	4339	3933	4665	3105	3722	3811	3049
ENSG00000039139	DNAH5	135	104	150	106	108	97	91
ENSG00000039319	ZFYVE16	1847	1744	2080	1210	1688	1641	1482
ENSG00000039523	RIPOR1	2366	1934	2169	1744	1872	1858	1590
ENSG00000039537	C6	1	0	1	1	1	1	1
ENSG00000039560	RAI14	4281	3625	4636	3034	3372	3398	2749
ENSG00000039600	SOX30	0	0	1	0	0	0	0
ENSG00000039650	PNKP	1506	1252	1424	1040	1198	1067	875
ENSG00000039987	BEST2	0	1	0	0	3	1	3
ENSG00000040199	PHLPP2	1072	944	1206	656	903	852	729
ENSG00000040275	SPDL1	3220	2773	3501	2335	2686	2716	2187
ENSG00000040341	STAU2	2362	2118	2435	1677	1947	2011	1635
ENSG00000040487	SLC66A1	554	472	544	388	464	465	376
ENSG00000040531	CTNS	1130	956	991	693	822	859	764
ENSG00000040608	RTN4R	216	207	209	138	161	197	171
ENSG00000040633	PHF23	3078	2684	2961	2259	2511	2542	1937
ENSG00000040731	CDH10	8	5	0	6	5	4	0
ENSG00000040933	INPP4A	1360	1172	1399	897	1060	1081	919
ENSG00000041353	RAB27B	4303	3825	4531	2924	3853	3889	3237
ENSG00000041357	PSMA4	8104	7278	8276	6436	6803	7378	5960
ENSG00000041515	MYO16	9	5	12	6	7	8	3
ENSG00000041802	LSG1	2575	2011	2556	1711	2063	2082	1668
ENSG00000041880	PARP3	392	363	434	286	259	332	242
ENSG00000041982	TNC	414	424	454	271	336	316	257
ENSG00000041988	THAP3	371	321	389	264	286	306	246
ENSG00000042062	RIPOR3	5	4	2	2	1	5	3
ENSG00000042088	TDP1	922	761	918	679	724	825	589
ENSG00000042286	AIFM2	3962	3538	3629	2924	3185	3209	2670
ENSG00000042317	SPATA7	260	225	247	181	211	217	154
ENSG00000042429	MED17	111	82	94	164	107	21	66
ENSG00000042445	RETSAT	2827	2561	2758	1943	2281	2299	1798
ENSG00000042493	CAPG	2340	2200	2373	1795	1888	1886	1465
ENSG00000042753	AP2S1	5830	5013	5544	4234	4348	4643	3654
ENSG00000042781	USH2A	8	3	7	8	3	6	2
ENSG00000042832	TG	6	2	3	4	0	0	0
ENSG00000042980	ADAM28	68	70	42	35	59	36	45
ENSG00000043039	BARX2	0	0	1	0	0	0	0
ENSG00000043093	DCUN1D1	1611	1414	1679	1109	1400	1517	1199
ENSG00000043143	JADE2	4604	3870	4395	3114	3787	3542	3009
ENSG00000043355	ZIC2	650	593	683	551	539	616	468
ENSG00000043514	TRIT1	455	447	483	343	354	306	343
ENSG00000043591	ADRB1	37	37	40	29	35	28	25
ENSG00000044012	GUCA2B	3	4	5	10	6	2	6
ENSG00000044090	CUL7	1016	831	978	721	851	652	629
ENSG00000044115	CTNNA1	14847	13104	15504	10732	11915	12309	10013
ENSG00000044446	PHKA2	1436	1286	1614	1019	1260	1236	990
ENSG00000044459	CNTLN	925	774	945	630	807	825	617
ENSG00000044524	EPHA3	3	0	2	0	0	0	0
ENSG00000044574	HSPA5	35848	30556	35876	25347	27930	29259	23108
ENSG00000046604	DSG2	9103	7663	9115	6165	7065	7165	6039
ENSG00000046647	GEMIN8	557	454	581	421	455	453	318
ENSG00000046651	OFD1	783	737	831	640	649	717	578
ENSG00000046653	GPM6B	42	33	49	28	44	31	29
ENSG00000046774	MAGEC2	0	0	1	0	0	1	0
ENSG00000046889	PREX2	0	0	0	1	0	0	0
ENSG00000047056	WDR37	657	544	628	450	565	536	480
ENSG00000047188	YTHDC2	2179	1881	2445	1451	1692	1820	1486
ENSG00000047230	CTPS2	1467	1344	1509	990	1123	1299	1034
ENSG00000047249	ATP6V1H	1049	1010	1105	885	912	943	744
ENSG00000047315	POLR2B	5382	4797	6024	3872	4475	4897	3821
ENSG00000047346	FAM214A	937	711	1112	640	864	665	605
ENSG00000047365	ARAP2	96	89	119	67	78	88	60
ENSG00000047410	TPR	9984	8770	10864	6811	8046	7993	6784
ENSG00000047457	CP	4719	3820	5243	3936	3444	3554	2653
ENSG00000047578	KATNIP	1612	1398	1605	1083	1178	1305	1047
ENSG00000047579	DTNBP1	412	361	396	326	306	342	285
ENSG00000047597	XK	176	151	172	122	151	164	133
ENSG00000047617	ANO2	0	0	1	0	0	0	0
ENSG00000047621	C12orf4	739	702	838	535	644	662	559
ENSG00000047634	SCML1	528	440	472	381	312	436	324
ENSG00000047644	WWC3	3610	3196	3850	2719	3077	3054	2515
ENSG00000047648	ARHGAP6	0	0	0	0	0	1	2
ENSG00000047662	FAM184B	2	2	0	0	2	1	1
ENSG00000047849	MAP4	11570	9835	11163	8506	9088	9193	7653
ENSG00000047932	GOPC	2502	2153	2691	1759	1900	2141	1659
ENSG00000047936	ROS1	39	35	29	26	27	21	19
ENSG00000048028	USP28	1397	1158	1508	983	1107	1163	955
ENSG00000048052	HDAC9	67	71	58	30	39	52	50
ENSG00000048140	TSPAN17	3169	2758	2912	2310	2483	2594	1967
ENSG00000048162	NOP16	1852	1571	2024	1392	1586	1669	1215
ENSG00000048342	CC2D2A	888	796	852	595	693	768	619
ENSG00000048392	RRM2B	2521	2246	2488	1669	2019	2093	1767
ENSG00000048405	ZNF800	696	581	734	442	629	616	533
ENSG00000048471	SNX29	470	424	482	340	378	392	327
ENSG00000048540	LMO3	10	8	9	5	6	2	6
ENSG00000048544	MRPS10	1919	1703	1999	1466	1650	1762	1384
ENSG00000048545	GUCA1A	15	11	16	18	13	15	12
ENSG00000048649	RSF1	2436	2049	2712	1817	1957	2083	1720
ENSG00000048707	VPS13D	1149	1095	1388	697	926	961	823
ENSG00000048740	CELF2	1	1	0	0	0	0	0
ENSG00000048828	FAM120A	11944	10235	12873	8530	10079	10629	8256
ENSG00000048991	R3HDM1	2442	2002	2368	1729	1914	1998	1728
ENSG00000049089	COL9A2	13	16	7	6	10	11	6
ENSG00000049130	KITLG	1410	1318	1503	999	1179	1364	1049
ENSG00000049167	ERCC8	519	364	508	318	327	324	255
ENSG00000049192	ADAMTS6	20	17	20	6	19	13	10
ENSG00000049239	H6PD	2161	1834	2199	1471	1606	1545	1349
ENSG00000049245	VAMP3	3270	2692	3316	2478	2571	2670	2151
ENSG00000049246	PER3	258	214	240	207	245	245	192
ENSG00000049249	TNFRSF9	64	57	73	48	56	32	38
ENSG00000049283	EPN3	11	6	22	9	22	11	17
ENSG00000049323	LTBP1	1429	1240	1493	968	1049	1163	943
ENSG00000049449	RCN1	9566	8452	9698	6956	7927	8276	6635
ENSG00000049540	ELN	105	101	101	84	73	81	70
ENSG00000049541	RFC2	2150	1715	2146	1599	1676	1739	1382
ENSG00000049618	ARID1B	1908	1564	1771	1219	1565	1500	1301
ENSG00000049656	CLPTM1L	6497	5604	6773	4784	5495	5352	4152
ENSG00000049759	NEDD4L	3251	2593	3036	2133	2414	2556	2087
ENSG00000049768	FOXP3	11	6	10	16	4	9	10
ENSG00000049769	PPP1R3F	256	278	298	221	249	243	180
ENSG00000049860	HEXB	3949	3377	3883	3024	3075	3501	2752
ENSG00000049883	PTCD2	803	662	790	548	610	681	514
ENSG00000050030	NEXMIF	2	3	2	2	2	1	0
ENSG00000050130	JKAMP	3260	2689	2905	2152	2473	2753	1963
ENSG00000050165	DKK3	852	773	940	695	634	744	514
ENSG00000050327	ARHGEF5	311	279	362	212	256	230	219
ENSG00000050344	NFE2L3	351	295	339	252	304	287	208
ENSG00000050393	MCUR1	1315	1236	1330	959	1171	1080	942
ENSG00000050405	LIMA1	838	630	799	564	617	621	545
ENSG00000050426	LETMD1	340	325	427	286	344	329	288
ENSG00000050438	SLC4A8	120	161	183	94	111	117	107
ENSG00000050555	LAMC3	104	83	104	70	59	64	64
ENSG00000050628	PTGER3	0	0	0	0	0	1	0
ENSG00000050730	TNIP3	17	12	4	6	19	8	6
ENSG00000050748	MAPK9	2379	2106	2562	1884	1959	2161	1594
ENSG00000050820	BCAR1	3088	2630	3250	2339	2679	2566	2089
ENSG00000051009	FHIP1B	1075	961	1126	719	879	868	733
ENSG00000051108	HERPUD1	1764	1402	1650	1321	1453	1527	1200
ENSG00000051128	HOMER3	1228	1102	1325	962	980	969	769
ENSG00000051180	RAD51	654	581	624	395	426	536	465
ENSG00000051341	POLQ	1853	1639	1903	1155	1507	1593	1306
ENSG00000051382	PIK3CB	1652	1430	1929	1184	1448	1468	1187
ENSG00000051523	CYBA	11126	10448	11083	8193	8961	9035	6930
ENSG00000051596	THOC3	3016	2629	3139	2173	2609	2691	2178
ENSG00000051620	HEBP2	1772	1575	1823	1268	1355	1438	1153
ENSG00000051825	MPHOSPH9	1589	1354	1530	1086	1166	1249	1028
ENSG00000052126	PLEKHA5	1358	1251	1417	955	1079	1154	839
ENSG00000052344	PRSS8	2	1	3	0	0	1	2
ENSG00000052723	SIKE1	634	600	740	525	552	642	505
ENSG00000052749	RRP12	3487	3017	3503	2583	3003	3072	2389
ENSG00000052795	FNIP2	386	381	405	271	338	328	304
ENSG00000052802	MSMO1	1938	1638	1886	1422	1564	1701	1343
ENSG00000052841	TTC17	2920	2355	2675	1855	2317	2255	1892
ENSG00000052850	ALX4	167	150	186	138	141	133	104
ENSG00000053108	FSTL4	793	672	750	475	637	627	470
ENSG00000053254	FOXN3	1074	891	1136	770	873	923	794
ENSG00000053371	AKR7A2	1450	1277	1541	1107	1130	1218	971
ENSG00000053372	MRTO4	3222	2715	3049	2364	2728	2726	2141
ENSG00000053438	NNAT	44	33	30	19	21	33	25
ENSG00000053501	USE1	355	317	344	266	294	293	232
ENSG00000053524	MCF2L2	4	7	11	1	9	7	4
ENSG00000053702	NRIP2	29	52	49	14	44	45	27
ENSG00000053747	LAMA3	1365	1250	1632	809	1116	1093	959
ENSG00000053770	AP5M1	1732	1424	1751	1307	1357	1458	1274
ENSG00000053900	ANAPC4	773	676	864	594	616	636	589
ENSG00000053918	KCNQ1	25	17	23	31	20	21	25
ENSG00000054116	TRAPPC3	1788	1542	1782	1341	1526	1499	1208
ENSG00000054118	THRAP3	7240	6167	7105	5087	5823	5816	5143
ENSG00000054148	PHPT1	3427	3095	3161	2597	2870	2797	2229
ENSG00000054179	ENTPD2	350	328	393	303	286	292	216
ENSG00000054219	LY75	19	12	15	13	18	12	7
ENSG00000054267	ARID4B	2663	2307	2617	1881	2093	2202	1774
ENSG00000054277	OPN3	2001	1801	2050	1537	1613	1738	1336
ENSG00000054282	SDCCAG8	621	525	582	419	484	487	387
ENSG00000054356	PTPRN	0	1	1	0	0	0	0
ENSG00000054392	HHAT	241	195	208	200	186	159	156
ENSG00000054523	KIF1B	2912	2565	3018	2067	2357	2563	2049
ENSG00000054598	FOXC1	990	766	979	720	771	763	599
ENSG00000054611	TBC1D22A	1093	889	1067	858	942	888	684
ENSG00000054654	SYNE2	1686	1646	2193	821	1459	1192	1175
ENSG00000054690	PLEKHH1	226	223	257	139	177	182	165
ENSG00000054793	ATP9A	4053	3595	4248	2777	3213	3309	2895
ENSG00000054938	CHRDL2	1	3	0	0	0	4	4
ENSG00000054965	FAM168A	3245	2767	3282	2078	2489	2469	2051
ENSG00000054967	RELT	459	415	477	371	374	364	317
ENSG00000054983	GALC	2129	1976	2284	1537	1730	1812	1495
ENSG00000055044	NOP58	4671	4108	5014	3674	3933	4456	3281
ENSG00000055070	SZRD1	6655	5792	6338	4840	5311	5447	4373
ENSG00000055118	KCNH2	41	20	36	36	15	14	22
ENSG00000055130	CUL1	4032	3393	4075	2904	3288	3374	2797
ENSG00000055147	FAM114A2	837	680	857	564	629	671	525
ENSG00000055163	CYFIP2	2133	1858	2179	1492	1750	1745	1400
ENSG00000055208	TAB2	2664	2438	2807	1964	2103	2374	1959
ENSG00000055211	GINM1	1751	1447	1794	1318	1427	1495	1241
ENSG00000055332	EIF2AK2	4666	4208	4554	3234	3776	4034	3137
ENSG00000055483	USP36	3510	3209	3557	2109	2912	3047	2589
ENSG00000055609	KMT2C	1573	1497	1630	807	1251	1257	1045
ENSG00000055732	MCOLN3	132	126	152	102	123	134	88
ENSG00000055813	CCDC85A	94	55	104	55	78	65	54
ENSG00000055917	PUM2	5350	4674	5478	3751	4415	4542	3900
ENSG00000055950	MRPL43	2094	1768	1997	1612	1552	1662	1285
ENSG00000055955	ITIH4	15	18	9	12	6	16	16
ENSG00000056050	HPF1	933	801	861	657	746	768	649
ENSG00000056097	ZFR	5495	4986	6090	3820	4781	4983	4125
ENSG00000056277	ZNF280C	410	373	373	295	312	312	283
ENSG00000056291	NPFFR2	2	1	0	1	0	0	0
ENSG00000056487	PHF21B	50	50	57	59	31	43	27
ENSG00000056558	TRAF1	202	170	221	148	157	176	121
ENSG00000056586	RC3H2	2389	2040	2568	1574	2009	2001	1760
ENSG00000056736	IL17RB	182	180	208	150	122	146	140
ENSG00000056972	TRAF3IP2	435	327	403	234	316	344	228
ENSG00000056998	GYG2	599	540	671	510	474	502	346
ENSG00000057019	DCBLD2	38162	33010	40959	26083	31014	31710	26289
ENSG00000057149	SERPINB3	19	15	14	12	12	6	7
ENSG00000057252	SOAT1	3540	3153	3801	2419	2862	3078	2572
ENSG00000057294	PKP2	844	720	901	636	721	684	563
ENSG00000057468	MSH4	2	0	4	0	3	2	2
ENSG00000057593	F7	113	83	106	89	84	90	66
ENSG00000057608	GDI2	13916	12014	13932	10430	11304	11789	9623
ENSG00000057657	PRDM1	152	133	146	119	106	80	103
ENSG00000057663	ATG5	708	579	705	477	530	634	433
ENSG00000057704	TMCC3	20	25	22	15	21	14	11
ENSG00000057757	PITHD1	1080	914	1152	838	882	932	731
ENSG00000057935	MTA3	1777	1576	1754	1341	1418	1536	1247
ENSG00000058056	USP13	1183	1005	1159	766	1020	984	802
ENSG00000058063	ATP11B	1176	1147	1270	819	916	1018	917
ENSG00000058085	LAMC2	1835	1522	1990	1275	1422	1402	1215
ENSG00000058091	CDK14	6	2	3	1	1	6	1
ENSG00000058262	SEC61A1	9107	7959	8650	6864	7293	7460	6307
ENSG00000058272	PPP1R12A	3056	2655	3187	2105	2393	2627	2023
ENSG00000058335	RASGRF1	3	9	4	5	4	8	4
ENSG00000058404	CAMK2B	36	23	27	30	10	30	12
ENSG00000058453	CROCC	729	632	757	531	504	605	445
ENSG00000058600	POLR3E	1541	1355	1563	1147	1263	1040	1027
ENSG00000058668	ATP2B4	1065	968	1302	572	829	763	732
ENSG00000058673	ZC3H11A	2861	2769	2471	1450	2444	2572	1966
ENSG00000058729	RIOK2	938	905	1052	731	877	899	697
ENSG00000058799	YIPF1	280	312	282	271	252	251	219
ENSG00000058804	NDC1	3283	2832	3361	2298	2753	2988	2347
ENSG00000058866	DGKG	594	439	506	367	492	463	390
ENSG00000059122	FLYWCH1	1533	1436	1655	991	1273	1244	960
ENSG00000059145	UNKL	1496	1184	944	917	1394	1176	1266
ENSG00000059377	TBXAS1	875	784	820	607	690	715	580
ENSG00000059378	PARP12	544	444	486	396	433	418	301
ENSG00000059573	ALDH18A1	4454	3900	4716	3197	3671	3780	2842
ENSG00000059588	TARBP1	1828	1602	2117	1221	1640	1591	1313
ENSG00000059691	GATB	514	520	564	392	453	481	357
ENSG00000059728	MXD1	253	197	261	181	201	159	134
ENSG00000059758	CDK17	976	819	1019	670	739	804	653
ENSG00000059769	DNAJC25	322	269	300	267	258	210	236
ENSG00000059804	SLC2A3	1607	1384	2025	1402	1306	1329	1088
ENSG00000059915	PSD	9	14	13	15	8	5	8
ENSG00000060069	CTDP1	1469	1288	1677	1134	1274	1216	1060
ENSG00000060138	YBX3	7429	6086	7737	5337	6227	6454	5071
ENSG00000060140	STYK1	22	23	30	21	22	13	17
ENSG00000060237	WNK1	10623	9425	10458	6842	8421	7995	7092
ENSG00000060339	CCAR1	5434	4821	5504	4018	4708	4457	3899
ENSG00000060491	OGFR	2884	2512	2903	2187	2285	2285	1754
ENSG00000060558	GNA15	0	0	0	0	0	2	1
ENSG00000060566	CREB3L3	35	20	20	15	18	24	16
ENSG00000060642	PIGV	563	429	505	403	451	447	351
ENSG00000060656	PTPRU	2022	1747	1959	1323	1477	1548	1162
ENSG00000060688	SNRNP40	1993	1795	1954	1407	1532	1627	1306
ENSG00000060709	RIMBP2	0	2	0	0	0	0	0
ENSG00000060718	COL11A1	122	141	141	96	87	108	89
ENSG00000060749	QSER1	4200	3564	4339	2566	3408	3364	2809
ENSG00000060762	MPC1	241	192	205	145	162	152	147
ENSG00000060971	ACAA1	1805	1673	1847	1330	1495	1466	1182
ENSG00000060982	BCAT1	518	490	627	420	634	640	515
ENSG00000061273	HDAC7	2202	1741	2246	1652	1763	1779	1260
ENSG00000061337	LZTS1	3	0	1	4	1	3	2
ENSG00000061455	PRDM6	14	13	14	9	22	9	16
ENSG00000061656	SPAG4	118	80	86	77	74	61	63
ENSG00000061676	NCKAP1	9994	8607	10450	6761	8175	8613	6985
ENSG00000061794	MRPS35	5175	4517	5420	3922	4390	4679	3675
ENSG00000061918	GUCY1B1	27	18	41	14	26	20	19
ENSG00000061936	SFSWAP	2038	1776	2146	1511	1645	1682	1336
ENSG00000061938	TNK2	1067	996	1214	932	925	918	699
ENSG00000061987	MON2	2517	2117	2622	1571	1943	2042	1664
ENSG00000062038	CDH3	31	26	30	28	15	26	11
ENSG00000062194	GPBP1	2588	2293	2691	1896	2171	2238	1830
ENSG00000062282	DGAT2	140	116	155	108	116	107	116
ENSG00000062370	ZNF112	246	206	228	171	180	180	174
ENSG00000062485	CS	10299	8943	10873	7724	8555	9080	7114
ENSG00000062524	LTK	3	6	4	1	6	0	5
ENSG00000062582	MRPS24	3633	3155	3522	2776	2991	3026	2432
ENSG00000062598	ELMO2	1495	1337	1559	1178	1214	1333	1014
ENSG00000062650	WAPL	2209	2041	2441	1594	1911	1794	1600
ENSG00000062716	VMP1	10628	9501	10026	7859	8139	8821	7106
ENSG00000062725	APPBP2	2011	1802	2099	1460	1578	1701	1414
ENSG00000062822	POLD1	5090	4504	4884	3651	4196	3979	3219
ENSG00000063015	SEZ6	3	0	1	1	7	4	0
ENSG00000063046	EIF4B	25276	22531	27732	19264	21950	23069	18924
ENSG00000063127	SLC6A16	146	136	146	137	101	110	96
ENSG00000063169	BICRA	1122	939	1270	941	937	941	824
ENSG00000063176	SPHK2	1263	1117	1287	1009	960	1018	822
ENSG00000063177	RPL18	29807	24886	27409	22030	23034	24331	19481
ENSG00000063180	CA11	1018	971	1114	858	816	901	717
ENSG00000063241	ISOC2	2230	1871	2197	1649	1697	1746	1379
ENSG00000063244	U2AF2	16824	14645	15870	11990	13879	13822	11090
ENSG00000063245	EPN1	10613	8995	10574	7986	8430	8503	6845
ENSG00000063322	MED29	6054	5141	5739	4297	4706	4838	4014
ENSG00000063438	AHRR	129	79	165	122	127	129	88
ENSG00000063515	GSC2	1	0	0	0	0	2	1
ENSG00000063587	ZNF275	634	608	702	512	508	574	425
ENSG00000063601	MTMR1	1698	1485	1742	1143	1391	1413	1117
ENSG00000063660	GPC1	6445	5285	6377	4639	5317	5407	4206
ENSG00000063761	ADCK1	314	285	339	253	288	264	237
ENSG00000063854	HAGH	1542	1455	1555	1183	1228	1289	1013
ENSG00000063978	RNF4	3155	2655	3164	2241	2432	2469	2018
ENSG00000064012	CASP8	1315	1141	1441	872	1130	1019	881
ENSG00000064042	LIMCH1	4343	3853	4724	3137	3662	3599	3038
ENSG00000064102	INTS13	1870	1653	1924	1407	1531	1712	1367
ENSG00000064115	TM7SF3	4546	3891	4571	3307	3598	3652	3051
ENSG00000064195	DLX3	3	2	0	1	1	2	1
ENSG00000064199	SPA17	749	664	663	494	581	619	555
ENSG00000064205	CCN5	170	156	211	169	142	146	120
ENSG00000064218	DMRT3	0	1	0	0	0	0	0
ENSG00000064225	ST3GAL6	56	42	39	55	35	15	49
ENSG00000064270	ATP2C2	38	23	31	28	28	35	19
ENSG00000064300	NGFR	8	11	15	7	9	11	7
ENSG00000064309	CDON	441	240	472	288	335	278	269
ENSG00000064313	TAF2	1660	1323	1495	1112	1380	1386	1193
ENSG00000064393	HIPK2	5732	5282	5822	3734	4946	4664	4088
ENSG00000064419	TNPO3	5203	4356	5068	3523	4222	4244	3549
ENSG00000064489	BORCS8-MEF2B	25	26	21	16	28	37	22
ENSG00000064490	RFXANK	833	722	846	592	622	695	516
ENSG00000064545	TMEM161A	796	669	942	645	769	754	553
ENSG00000064547	LPAR2	177	160	181	144	127	125	109
ENSG00000064601	CTSA	4462	3917	4247	3356	3509	3825	2922
ENSG00000064607	SUGP2	4754	4330	4739	3422	3515	3851	2990
ENSG00000064651	SLC12A2	19204	17208	19916	12428	15930	16287	13333
ENSG00000064652	SNX24	684	539	684	503	496	557	489
ENSG00000064655	EYA2	175	175	213	146	154	159	130
ENSG00000064666	CNN2	4115	3572	4217	3189	3142	3285	2647
ENSG00000064687	ABCA7	1383	1109	1480	1066	1107	1014	826
ENSG00000064692	SNCAIP	4	0	3	0	4	2	3
ENSG00000064703	DDX20	552	375	316	321	558	463	426
ENSG00000064726	BTBD1	3827	3401	4043	2862	3210	3321	2679
ENSG00000064763	FAR2	10	13	4	2	10	0	3
ENSG00000064787	BCAS1	890	757	896	710	742	742	605
ENSG00000064835	POU1F1	19	18	14	13	16	8	11
ENSG00000064886	CHI3L2	3	5	6	1	4	1	0
ENSG00000064932	SBNO2	3415	3019	3552	2552	2689	2745	2250
ENSG00000064933	PMS1	975	928	978	700	813	894	653
ENSG00000064961	HMG20B	2285	2119	2497	1803	1687	1893	1504
ENSG00000064989	CALCRL	17	18	16	10	13	12	10
ENSG00000064995	TAF11	791	682	758	584	578	683	530
ENSG00000064999	ANKS1A	1170	1016	1180	801	941	920	782
ENSG00000065000	AP3D1	7206	6020	7599	5343	6006	6048	5086
ENSG00000065029	ZNF76	502	542	555	451	435	454	348
